"Player","#","Nation","Pos","Min","Gls","Ast","xG","xG-PK","xA","Sh","SoT","Fls","Fld","Crs","Tkl","Int","CrdY","CrdR","GA","Saves","Save%","Team","Time"
"Jannik Vestergaard",4,"DEN","DF",79,0,0,0,0,0,0,0,0,1,0,1,0,0,0,NA,NA,NA,"Southampton","Saturday September 28, 2019"
"Stuart Armstrong",17,"SCO","MF",11,0,0,0,0,0,1,1,0,0,0,0,0,0,0,NA,NA,NA,"Southampton","Saturday September 28, 2019"
"Maya Yoshida",3,"JPN","DF",90,0,0,0.2,0.2,0,2,1,1,0,0,2,1,1,0,NA,NA,NA,"Southampton","Saturday September 28, 2019"
"Jan Bednarek",35,"POL","DF",90,0,0,0,0,0,0,0,3,0,0,2,3,1,0,NA,NA,NA,"Southampton","Saturday September 28, 2019"
"Angus Gunn",28,"ENG","GK",90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,50,"Southampton","Saturday September 28, 2019"
"Dominic Calvert-Lewin",9,"ENG","MF",90,1,0,1.7,1.7,0,3,2,0,2,1,0,0,0,0,NA,NA,NA,"Everton","Saturday September 28, 2019"
"Richarlison",7,"BRA","FW",90,0,0,0.1,0.1,0,2,1,0,4,2,3,0,0,0,NA,NA,NA,"Everton","Saturday September 28, 2019"
"Gylfi Siguresson",10,"ISL","MF",90,0,0,0.3,0.3,0.7,2,1,0,0,7,1,1,0,0,NA,NA,NA,"Everton","Saturday September 28, 2019"
"Theo Walcott",11,"ENG","FW,MF",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,"Everton","Saturday September 28, 2019"
"Alex Iwobi",17,"NGA","FW",67,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,"Everton","Saturday September 28, 2019"
"Moise Kean",27,"ITA","FW",16,0,0,0,0,0,0,0,0,0,2,0,1,0,0,NA,NA,NA,"Everton","Saturday September 28, 2019"
"Fabian Delph",8,"ENG","MF",90,0,0,0,0,0,0,0,0,0,1,0,2,0,0,NA,NA,NA,"Everton","Saturday September 28, 2019"
"Morgan Schneiderlin",18,"FRA","MF",81,0,0,0,0,0,0,0,1,0,0,0,2,1,0,NA,NA,NA,"Everton","Saturday September 28, 2019"
"Tom Davies",26,"ENG","MF",9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,"Everton","Saturday September 28, 2019"
"Lucas Digne",12,"FRA","DF",90,0,0,0.1,0.1,0.3,1,0,1,0,4,2,1,0,0,NA,NA,NA,"Everton","Saturday September 28, 2019"
"Yerry Mina",13,"COL","DF",90,0,0,0.2,0.2,0,3,3,2,0,0,2,1,1,0,NA,NA,NA,"Everton","Saturday September 28, 2019"
"Michael Keane",5,"ENG","DF",90,0,0,0,0,0,0,0,0,0,0,1,1,0,0,NA,NA,NA,"Everton","Saturday September 28, 2019"
"S¨¦amus Coleman",23,"IRL","DF,MF",90,0,1,0.1,0.1,0,1,1,0,1,2,2,1,0,0,NA,NA,NA,"Everton","Saturday September 28, 2019"
"Jordan Pickford",1,"ENG","GK",90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,66.7,"Everton","Saturday September 28, 2019"
"Raheem Sterling",7,"ENG","FW,MF",86,1,0,1.4,1.4,0.3,4,2,1,0,2,0,0,0,0,NA,NA,NA,"Manchester City","Saturday September 28, 2019"
"David Silva",21,"ESP","MF",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,"Manchester City","Saturday September 28, 2019"
"Gabriel Jesus",9,"BRA","FW",66,1,0,0.7,0.7,0,4,1,0,1,0,0,1,0,0,NA,NA,NA,"Manchester City","Saturday September 28, 2019"
"Sergio Ag¨¹ero",10,"ARG","FW",24,0,0,0.1,0.1,0,2,0,0,0,0,0,0,0,0,NA,NA,NA,"Manchester City","Saturday September 28, 2019"
"Riyad Mahrez",26,"ALG","FW,MF",90,1,0,0.4,0.4,1.6,5,5,0,1,3,0,0,0,0,NA,NA,NA,"Manchester City","Saturday September 28, 2019"
"<U+0130>lkay G¨¹ndo<U+011F>an",8,"GER","MF",90,0,0,0.8,0.8,0,3,1,0,0,1,0,0,0,0,NA,NA,NA,"Manchester City","Saturday September 28, 2019"
"Rodri",16,"ESP","MF",90,0,0,0,0,0.1,0,0,2,0,0,1,1,1,0,NA,NA,NA,"Manchester City","Saturday September 28, 2019"
"Kevin De Bruyne",17,"BEL","MF",80,0,1,0.2,0.2,0.6,2,0,0,2,4,0,0,0,0,NA,NA,NA,"Manchester City","Saturday September 28, 2019"
"Bernardo Silva",20,"POR","FW,MF",10,0,0,0,0,0,0,0,0,0,1,1,0,0,0,NA,NA,NA,"Manchester City","Saturday September 28, 2019"
"Oleksandr Zinchenko",11,"UKR","MF",90,0,0,0,0,0.1,0,0,2,0,2,3,2,0,0,NA,NA,NA,"Manchester City","Saturday September 28, 2019"
"Fernandinho",25,"BRA","MF",90,0,0,0,0,0,0,0,1,0,0,2,2,0,0,NA,NA,NA,"Manchester City","Saturday September 28, 2019"
"Nicol¨¢s Otamendi",30,"ARG","DF",90,0,0,0,0,0,0,0,1,0,0,0,0,1,0,NA,NA,NA,"Manchester City","Saturday September 28, 2019"
"Kyle Walker",2,"ENG","DF",90,0,0,0,0,0.5,0,0,1,0,1,0,0,0,0,NA,NA,NA,"Manchester City","Saturday September 28, 2019"
"Ederson",31,"BRA","GK",90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,85.7,"Manchester City","Saturday September 28, 2019"
"Jamie Vardy",9,"ENG","FW",90,2,0,0.4,0.4,0.1,4,2,0,0,0,0,1,1,0,NA,NA,NA,"Leicester City","Sunday September 29, 2019"
"Harvey Barnes",15,"ENG","MF",58,0,1,0.1,0.1,0.3,1,0,1,1,3,1,0,0,0,NA,NA,NA,"Leicester City","Sunday September 29, 2019"
"Marc Albrighton",11,"ENG","MF",32,0,1,0,0,0.3,0,0,2,1,4,1,1,0,0,NA,NA,NA,"Leicester City","Sunday September 29, 2019"
"Youri Tielemans",8,"BEL","MF",90,0,0,0.2,0.2,0,4,0,1,0,11,3,0,0,0,NA,NA,NA,"Leicester City","Sunday September 29, 2019"
"Dennis Praet",26,"BEL","MF",79,0,0,0.1,0.1,0,1,0,1,2,1,0,0,0,0,NA,NA,NA,"Leicester City","Sunday September 29, 2019"
"Hamza Choudhury",20,"ENG","MF",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,"Leicester City","Sunday September 29, 2019"
"Ayoze P¨¦rez",17,"ESP","FW",84,0,0,0.3,0.3,0.1,1,1,1,1,2,1,1,0,0,NA,NA,NA,"Leicester City","Sunday September 29, 2019"
"Demarai Gray",7,"ENG","MF",6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,"Leicester City","Sunday September 29, 2019"
"Wilfred Ndidi",25,"NGA","DF",90,1,0,0.1,0.1,0,1,1,2,2,0,2,5,0,0,NA,NA,NA,"Leicester City","Sunday September 29, 2019"
"Ben Chilwell",3,"ENG","DF",90,0,0,0,0,0.1,0,0,1,0,5,1,3,0,0,NA,NA,NA,"Leicester City","Sunday September 29, 2019"
"<U+00C7>a<U+011F>lar S<U+00F6>y¨¹nc¨¹",4,"TUR","DF",90,0,0,0,0,0,0,0,0,1,0,1,4,0,0,NA,NA,NA,"Leicester City","Sunday September 29, 2019"
"Jonny Evans",6,"NIR","DF",90,0,1,0,0,0.1,0,0,0,0,0,1,0,0,0,NA,NA,NA,"Leicester City","Sunday September 29, 2019"
"Ricardo Pereira",21,"POR","DF,FW,MF",90,1,0,0.1,0.1,0.1,1,1,3,1,3,1,1,0,0,NA,NA,NA,"Leicester City","Sunday September 29, 2019"
"Kasper Schmeichel",1,"DEN","GK",90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Leicester City","Sunday September 29, 2019"
"Joelinton",9,"BRA","FW",63,0,0,0,0,0,0,0,1,1,0,0,1,0,0,NA,NA,NA,"Newcastle United","Sunday September 29, 2019"
"Andy Carroll",7,"ENG","FW",27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,"Newcastle United","Sunday September 29, 2019"
"Christian Atsu",30,"GHA","FW,MF",90,0,0,0,0,0,1,0,0,1,2,0,0,0,0,NA,NA,NA,"Newcastle United","Sunday September 29, 2019"
"Yoshinori Mut¨­",13,"JPN","MF",45,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,"Newcastle United","Sunday September 29, 2019"
"Ki Sung-yueng",4,"KOR","MF",45,0,0,0,0,0,0,0,0,2,0,1,2,0,0,NA,NA,NA,"Newcastle United","Sunday September 29, 2019"
"Miguel Almir¨®n",24,"PAR","MF",74,0,0,0,0,0,0,0,0,1,1,2,0,0,0,NA,NA,NA,"Newcastle United","Sunday September 29, 2019"
"DeAndre Yedlin",22,"USA","DF",16,0,0,0,0,0,0,0,1,0,1,1,0,0,0,NA,NA,NA,"Newcastle United","Sunday September 29, 2019"
"Sean Longstaff",36,"ENG","MF",90,0,0,0,0,0,0,0,3,1,0,2,3,0,0,NA,NA,NA,"Newcastle United","Sunday September 29, 2019"
"Isaac Hayden",14,"ENG","DF",42,0,0,0,0,0,1,0,1,0,0,1,2,0,1,NA,NA,NA,"Newcastle United","Sunday September 29, 2019"
"Paul Dummett",3,"WAL","DF",90,0,0,0,0,0,0,0,0,1,3,2,1,0,0,NA,NA,NA,"Newcastle United","Sunday September 29, 2019"
"Fabian Sch<U+00E4>r",5,"SUI","DF",90,0,0,0,0,0,1,0,2,1,0,2,3,1,0,NA,NA,NA,"Newcastle United","Sunday September 29, 2019"
"Jamaal Lascelles",6,"ENG","DF",90,0,0,0,0,0,0,0,0,0,0,0,3,0,0,NA,NA,NA,"Newcastle United","Sunday September 29, 2019"
"Emil Krafth",17,"SWE","DF",90,0,0,0,0,0,0,0,1,2,1,1,1,0,0,NA,NA,NA,"Newcastle United","Sunday September 29, 2019"
"Martin D¨²bravka",1,"SVK","GK",90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,16.7,"Newcastle United","Sunday September 29, 2019"
"Marcus Rashford",10,"ENG","FW",90,0,1,0.3,0.3,0.1,3,1,3,0,1,1,2,1,0,NA,NA,NA,"Manchester United","Monday September 30, 2019"
"Daniel James",21,"WAL","MF",90,0,0,0.1,0.1,0,1,0,0,3,3,2,0,0,0,NA,NA,NA,"Manchester United","Monday September 30, 2019"
"Jesse Lingard",14,"ENG","FW,MF",74,0,0,0,0,0,0,0,3,0,0,0,1,1,0,NA,NA,NA,"Manchester United","Monday September 30, 2019"
"Fred",17,"BRA","FW,MF",16,0,0,0,0,0,1,0,1,0,0,0,1,0,0,NA,NA,NA,"Manchester United","Monday September 30, 2019"
"Andreas Pereira",15,"BRA","MF",74,0,0,0.3,0.3,0.1,4,1,3,0,3,0,0,1,0,NA,NA,NA,"Manchester United","Monday September 30, 2019"
"Mason Greenwood",26,"ENG","MF",16,0,0,0,0,0,1,0,1,1,0,0,0,0,0,NA,NA,NA,"Manchester United","Monday September 30, 2019"
"Paul Pogba",6,"FRA","MF",90,0,0,0,0,0.3,2,0,1,1,1,1,0,0,0,NA,NA,NA,"Manchester United","Monday September 30, 2019"
"Scott McTominay",39,"SCO","MF",90,1,0,0.4,0.4,0,3,1,1,5,0,0,2,0,0,NA,NA,NA,"Manchester United","Monday September 30, 2019"
"Axel Tuanzebe",38,"ENG","DF",90,0,0,0,0,0,0,0,2,1,1,1,3,0,0,NA,NA,NA,"Manchester United","Monday September 30, 2019"
"Harry Maguire",5,"ENG","DF",90,0,0,0,0,0,1,1,1,0,0,0,0,0,0,NA,NA,NA,"Manchester United","Monday September 30, 2019"
"Victor Lindel<U+00F6>f",2,"SWE","DF",90,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,"Manchester United","Monday September 30, 2019"
"Ashley Young",18,"ENG","DF,FW,MF",90,0,0,0,0,0.4,0,0,2,1,10,2,1,1,0,NA,NA,NA,"Manchester United","Monday September 30, 2019"
"David de Gea",1,"ESP","GK",90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,80,"Manchester United","Monday September 30, 2019"
"Bukayo Saka",77,"ENG","MF",80,0,1,0.5,0.5,0.6,2,1,2,3,0,2,0,0,0,NA,NA,NA,"Arsenal","Monday September 30, 2019"
"Joe Willock",28,"ENG","MF",10,0,0,0,0,0.2,0,0,0,0,0,1,0,0,0,NA,NA,NA,"Arsenal","Monday September 30, 2019"
"Pierre-Emerick Aubameyang",14,"GAB","FW,MF",90,1,0,0.5,0.5,0,1,1,0,1,3,0,0,0,0,NA,NA,NA,"Arsenal","Monday September 30, 2019"
"Nicolas P¨¦p¨¦",19,"CIV","FW",74,0,0,0.2,0.2,0.2,2,1,1,0,5,1,0,0,0,NA,NA,NA,"Arsenal","Monday September 30, 2019"
"Reiss Nelson",24,"ENG","MF",16,0,0,0.1,0.1,0,1,1,1,1,2,1,0,0,0,NA,NA,NA,"Arsenal","Monday September 30, 2019"
"Matt¨¦o Guendouzi",29,"FRA","MF",90,0,0,0.2,0.2,0,1,1,2,6,0,1,0,0,0,NA,NA,NA,"Arsenal","Monday September 30, 2019"
"Granit Xhaka",34,"SUI","MF",90,0,0,0,0,0,0,0,2,1,0,1,0,1,0,NA,NA,NA,"Arsenal","Monday September 30, 2019"
"Lucas Torreira",11,"URU","MF",55,0,0,0.4,0.4,0,1,0,1,0,1,2,0,0,0,NA,NA,NA,"Arsenal","Monday September 30, 2019"
"Dani Ceballos",8,"ESP","MF",35,0,0,0.1,0.1,0,1,0,1,1,2,2,0,0,0,NA,NA,NA,"Arsenal","Monday September 30, 2019"
"Sead Kola<U+0161>inac",31,"BIH","DF,MF",90,0,0,0,0,0,0,0,0,0,0,0,3,0,0,NA,NA,NA,"Arsenal","Monday September 30, 2019"
"David Luiz",23,"BRA","DF,MF",90,0,0,0,0,0,1,0,1,1,2,0,2,0,0,NA,NA,NA,"Arsenal","Monday September 30, 2019"
"Sokratis Papastathopoulos",5,"GRE","DF",90,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,"Arsenal","Monday September 30, 2019"
"Calum Chambers",21,"ENG","DF",90,0,0,0,0,0.3,0,0,2,0,5,0,1,1,0,NA,NA,NA,"Arsenal","Monday September 30, 2019"
"Bernd Leno",1,"GER","GK",90,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,3,75,"Arsenal","Monday September 30, 2019"
"Aaron Connolly",44,"IRL","FW",80,2,0,0.7,0.7,0.1,6,3,1,2,1,0,0,0,0,NA,NA,NA,"Brighton & Hove Albion","Saturday October 5, 2019"
"Yves Bissouma",8,"MLI","MF",10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,"Brighton & Hove Albion","Saturday October 5, 2019"
"Neal Maupay",7,"FRA","FW,MF",90,1,0,1,1,0.2,3,2,0,1,0,1,1,0,0,NA,NA,NA,"Brighton & Hove Albion","Saturday October 5, 2019"
"Aaron Mooy",18,"AUS","MF",90,0,0,0,0,0.1,1,0,1,1,5,3,4,0,0,NA,NA,NA,"Brighton & Hove Albion","Saturday October 5, 2019"
"Dale Stephens",6,"ENG","MF",90,0,0,0.1,0.1,0,2,0,2,0,0,0,5,1,0,NA,NA,NA,"Brighton & Hove Albion","Saturday October 5, 2019"
"Glenn Murray",17,"ENG","FW",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,"Brighton & Hove Albion","Saturday October 5, 2019"
"Steven Alzate",46,"ENG","MF",88,0,0,0,0,0,0,0,0,2,0,4,1,0,0,NA,NA,NA,"Brighton & Hove Albion","Saturday October 5, 2019"
"Ga<U+00EB>tan Bong",3,"CMR","DF",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,"Brighton & Hove Albion","Saturday October 5, 2019"
"Pascal Gro<U+00DF>",13,"GER","MF",90,0,0,0.2,0.2,0.2,3,1,0,0,6,1,0,0,0,NA,NA,NA,"Brighton & Hove Albion","Saturday October 5, 2019"
"Dan Burn",33,"ENG","DF",90,0,0,0.1,0.1,0.1,1,0,2,1,2,1,1,0,0,NA,NA,NA,"Brighton & Hove Albion","Saturday October 5, 2019"
"Lewis Dunk",5,"ENG","DF",90,0,1,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,"Brighton & Hove Albion","Saturday October 5, 2019"
"Adam Webster",15,"ENG","DF",90,0,0,0,0,0.1,0,0,1,0,0,0,4,0,0,NA,NA,NA,"Brighton & Hove Albion","Saturday October 5, 2019"
"Mart¨ªn Montoya",22,"ESP","DF",90,0,0,0,0,0,1,0,4,0,1,1,2,0,0,NA,NA,NA,"Brighton & Hove Albion","Saturday October 5, 2019"
"Mathew Ryan",1,"AUS","GK",90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,100,"Brighton & Hove Albion","Saturday October 5, 2019"
"Harry Kane",10,"ENG","FW",90,0,0,0.2,0.2,0.1,1,0,0,1,1,0,0,0,0,NA,NA,NA,"Tottenham Hotspur","Saturday October 5, 2019"
"Son Heung-min",7,"KOR","FW,MF",73,0,0,0,0,0,0,0,0,1,1,3,0,0,0,NA,NA,NA,"Tottenham Hotspur","Saturday October 5, 2019"
"Lucas Moura",27,"BRA","FW,MF",17,0,0,0.5,0.5,0,2,2,0,1,0,0,0,0,0,NA,NA,NA,"Tottenham Hotspur","Saturday October 5, 2019"
"Christian Eriksen",23,"DEN","DF,MF",90,0,0,0.1,0.1,0,3,1,1,0,4,0,1,0,0,NA,NA,NA,"Tottenham Hotspur","Saturday October 5, 2019"
"¨¦rik Lamela",11,"ARG","FW,MF",90,0,0,0.1,0.1,0.6,2,0,1,3,2,1,0,0,0,NA,NA,NA,"Tottenham Hotspur","Saturday October 5, 2019"
"Eric Dier",15,"ENG","DF,MF",90,0,0,0,0,0,0,0,0,0,1,2,1,1,0,NA,NA,NA,"Tottenham Hotspur","Saturday October 5, 2019"
"Tanguy Ndombele",28,"FRA","MF",45,0,0,0,0,0,0,0,0,1,0,0,1,0,0,NA,NA,NA,"Tottenham Hotspur","Saturday October 5, 2019"
"Harry Winks",8,"ENG","MF",45,0,0,0,0,0,0,0,0,1,3,0,0,0,0,NA,NA,NA,"Tottenham Hotspur","Saturday October 5, 2019"
"Ben Davies",33,"WAL","DF",90,0,0,0,0,0,0,0,1,2,0,2,3,0,0,NA,NA,NA,"Tottenham Hotspur","Saturday October 5, 2019"
"Jan Vertonghen",5,"BEL","DF",90,0,0,0,0,0,0,0,1,0,0,2,4,0,0,NA,NA,NA,"Tottenham Hotspur","Saturday October 5, 2019"
"Toby Alderweireld",4,"BEL","DF",90,0,0,0,0,0,0,0,0,0,1,1,1,0,0,NA,NA,NA,"Tottenham Hotspur","Saturday October 5, 2019"
"Moussa Sissoko",17,"FRA","MF",90,0,0,0,0,0,0,0,3,0,2,2,0,0,0,NA,NA,NA,"Tottenham Hotspur","Saturday October 5, 2019"
"Hugo Lloris",1,"FRA","GK",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Tottenham Hotspur","Saturday October 5, 2019"
"Paulo Gazzaniga",22,"ARG","GK",82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,60,"Tottenham Hotspur","Saturday October 5, 2019"
"Teemu Pukki",22,"FIN","FW",84,0,0,0.5,0.5,0.4,2,0,2,0,0,0,0,1,0,NA,NA,NA,"Norwich City","Saturday October 5, 2019"
"Josip Drmi<U+0107>",20,"SUI","FW",6,1,0,0.9,0.9,0,1,1,0,0,0,0,0,0,0,NA,NA,NA,"Norwich City","Saturday October 5, 2019"
"Todd Cantwell",14,"ENG","",80,0,0,0.2,0.2,0.1,4,2,0,3,0,1,1,0,0,NA,NA,NA,"Norwich City","Saturday October 5, 2019"
"Dennis Srbeny",32,"GER","MF",10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,"Norwich City","Saturday October 5, 2019"
"Marco Stiepermann",18,"GER","FW,MF",76,0,0,0.5,0.5,0,4,1,1,0,1,2,0,0,0,NA,NA,NA,"Norwich City","Saturday October 5, 2019"
"Patrick Roberts",7,"ENG","FW,MF",14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,"Norwich City","Saturday October 5, 2019"
"Emiliano Buend¨ªa",17,"ARG","FW",90,0,0,0.2,0.2,0.2,2,0,1,4,12,2,1,0,0,NA,NA,NA,"Norwich City","Saturday October 5, 2019"
"Kenny McLean",23,"SCO","MF",90,0,0,0,0,0,1,0,2,2,0,1,2,0,0,NA,NA,NA,"Norwich City","Saturday October 5, 2019"
"Moritz Leitner",10,"GER","MF",90,0,0,0.1,0.1,0,2,0,2,4,2,3,0,0,0,NA,NA,NA,"Norwich City","Saturday October 5, 2019"
"Jamal Lewis",12,"NIR","",90,0,0,0,0,0,1,1,1,1,4,1,1,0,0,NA,NA,NA,"Norwich City","Saturday October 5, 2019"
"Ben Godfrey",4,"ENG","MF",90,0,0,0,0,0,1,0,2,0,0,0,0,0,0,NA,NA,NA,"Norwich City","Saturday October 5, 2019"
"Ibrahim Amadou",24,"FRA","DF",90,0,0,0.9,0.9,0,1,0,0,0,0,3,1,0,0,NA,NA,NA,"Norwich City","Saturday October 5, 2019"
"Max Aarons",2,"ENG","MF",90,0,0,0,0,0,2,0,2,3,1,1,1,0,0,NA,NA,NA,"Norwich City","Saturday October 5, 2019"
"Michael McGovern",33,"NIR","GK",90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,58.3,"Norwich City","Saturday October 5, 2019"
"Jack Grealish",10,"ENG","MF",90,1,0,0.3,0.3,0.1,4,3,1,4,2,1,1,0,0,NA,NA,NA,"Aston Villa","Saturday October 5, 2019"
"Wesley Moraes",9,"BRA","FW",90,2,1,2,1,0,6,5,3,3,0,0,2,0,0,NA,NA,NA,"Aston Villa","Saturday October 5, 2019"
"Anwar El Ghazi",21,"NED","FW,MF",64,0,2,0.7,0.7,0.7,5,2,1,0,2,1,0,0,0,NA,NA,NA,"Aston Villa","Saturday October 5, 2019"
"Tr¨¦z¨¦guet",17,"EGY","MF",26,0,0,0,0,0,1,0,1,0,0,0,0,0,0,NA,NA,NA,"Aston Villa","Saturday October 5, 2019"
"Conor Hourihane",14,"IRL","MF",78,1,1,0,0,0.6,1,1,4,1,3,1,1,1,0,NA,NA,NA,"Aston Villa","Saturday October 5, 2019"
"Douglas Luiz",6,"BRA","MF",12,1,0,0,0,0,1,1,1,0,0,0,0,0,0,NA,NA,NA,"Aston Villa","Saturday October 5, 2019"
"Marvelous Nakamba",11,"ZIM","MF",90,0,0,0,0,0,0,0,1,1,0,2,2,0,0,NA,NA,NA,"Aston Villa","Saturday October 5, 2019"
"John McGinn",7,"SCO","MF",90,0,0,0.2,0.2,0.1,3,0,2,1,2,4,1,1,0,NA,NA,NA,"Aston Villa","Saturday October 5, 2019"
"Matt Targett",18,"ENG","DF",90,0,1,0,0,0.1,0,0,0,1,3,1,0,0,0,NA,NA,NA,"Aston Villa","Saturday October 5, 2019"
"Tyrone Mings",40,"ENG","DF",90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,"Aston Villa","Saturday October 5, 2019"
"Bj<U+00F6>rn Engels",22,"BEL","DF",75,0,0,0.1,0.1,0,1,0,0,0,0,1,2,0,0,NA,NA,NA,"Aston Villa","Saturday October 5, 2019"
"Ezri Konsa",15,"ENG","FW",15,0,0,0,0,0,0,0,0,1,0,1,2,0,0,NA,NA,NA,"Aston Villa","Saturday October 5, 2019"
"Frederic Guilbert",24,"FRA","DF",90,0,0,0,0,0.1,0,0,3,1,5,1,1,1,0,NA,NA,NA,"Aston Villa","Saturday October 5, 2019"
"Tom Heaton",1,"ENG","GK",90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,80,"Aston Villa","Saturday October 5, 2019"
"Roberto Firmino",9,"BRA","FW,MF",78,0,0,0.5,0.5,0.2,3,0,0,0,0,0,0,0,0,NA,NA,NA,"Liverpool","Saturday October 5, 2019"
"Divock Origi",27,"BEL","FW,MF",12,0,0,0,0,0,0,0,0,1,1,0,0,0,0,NA,NA,NA,"Liverpool","Saturday October 5, 2019"
"Mohamed Salah",11,"EGY","FW,MF",90,0,0,0.8,0.8,0.2,5,2,0,4,1,0,1,0,0,NA,NA,NA,"Liverpool","Saturday October 5, 2019"
"Adam Lallana",20,"ENG","FW,MF",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,"Liverpool","Saturday October 5, 2019"
"Sadio Man¨¦",10,"SEN","FW,MF",90,1,0,0.5,0.5,0.1,3,3,3,3,0,1,1,0,0,NA,NA,NA,"Liverpool","Saturday October 5, 2019"
"James Milner",7,"ENG","MF",90,1,1,1,0.2,0.3,3,1,0,1,0,0,1,0,0,NA,NA,NA,"Liverpool","Saturday October 5, 2019"
"Fabinho",3,"BRA","DF",90,0,0,0,0,0,0,0,2,0,0,1,2,1,0,NA,NA,NA,"Liverpool","Saturday October 5, 2019"
"Georginio Wijnaldum",5,"NED","MF",78,0,0,0.1,0.1,0,1,1,1,1,0,0,0,0,0,NA,NA,NA,"Liverpool","Saturday October 5, 2019"
"Jordan Henderson",14,"ENG","MF",12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,"Liverpool","Saturday October 5, 2019"
"Andrew Robertson",26,"SCO","DF",90,0,0,0.1,0.1,0,1,1,1,2,5,3,0,0,0,NA,NA,NA,"Liverpool","Saturday October 5, 2019"
"Virgil van Dijk",4,"NED","DF",90,0,0,0,0,0,1,0,0,3,0,1,1,0,0,NA,NA,NA,"Liverpool","Saturday October 5, 2019"
"Dejan Lovren",6,"CRO","DF",90,0,0,0.1,0.1,0,1,0,1,0,0,2,2,0,0,NA,NA,NA,"Liverpool","Saturday October 5, 2019"
"Trent Alexander-Arnold",66,"ENG","DF,MF",90,0,0,0,0,1.3,0,0,1,1,10,1,5,0,0,NA,NA,NA,"Liverpool","Saturday October 5, 2019"
"Adri¨¢n",13,"ESP","GK",90,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,"Liverpool","Saturday October 5, 2019"
"Jamie Vardy",9,"ENG","FW",90,0,0,0,0,0,0,0,1,1,0,1,0,0,0,NA,NA,NA,"Leicester City","Saturday October 5, 2019"
"James Maddison",10,"ENG","MF",86,1,0,0.2,0.2,0,1,1,2,2,6,1,1,0,0,NA,NA,NA,"Leicester City","Saturday October 5, 2019"
"Hamza Choudhury",20,"ENG","MF",4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,NA,NA,NA,"Leicester City","Saturday October 5, 2019"
"Youri Tielemans",8,"BEL","MF",90,0,0,0,0,0,0,0,1,3,0,0,1,0,0,NA,NA,NA,"Leicester City","Saturday October 5, 2019"
"Dennis Praet",26,"BEL","MF",73,0,0,0,0,0,1,0,1,0,3,3,1,0,0,NA,NA,NA,"Leicester City","Saturday October 5, 2019"
"Ayoze P¨¦rez",17,"ESP","FW",17,0,1,0,0,0.2,0,0,1,0,1,0,0,0,0,NA,NA,NA,"Leicester City","Saturday October 5, 2019"
"Harvey Barnes",15,"ENG","MF",45,0,0,0,0,0,0,0,2,0,0,0,0,0,0,NA,NA,NA,"Leicester City","Saturday October 5, 2019"
"Marc Albrighton",11,"ENG","MF",45,0,0,0,0,0,0,0,1,1,2,1,0,0,0,NA,NA,NA,"Leicester City","Saturday October 5, 2019"
"Wilfred Ndidi",25,"NGA","DF",90,0,0,0,0,0,0,0,2,0,0,1,4,1,0,NA,NA,NA,"Leicester City","Saturday October 5, 2019"
"Ben Chilwell",3,"ENG","DF",90,0,0,0,0,0,0,0,1,1,6,0,2,0,0,NA,NA,NA,"Leicester City","Saturday October 5, 2019"
